path,specification,clause,tags,testnumber,description
/courts/default/2024-08/pdr-rfa-attachment-c.pdf,ISO 14289-1:2014,7.1,artifact,2,Tagged content should not present inside content marked as Artifact
/courts/default/2024-08/pdr-rfa-attachment-c.pdf,ISO 14289-1:2014,7.2,"structure,table",10,TR element may contain only TH and TD elements
/courts/default/2024-08/pdr-rfa-attachment-c.pdf,ISO 14289-1:2014,7.18.1,"annotation,alt-text",3,A form field shall have a TU key present or all its Widget annotations shall have alternative descriptions (in the form of an Alt entry in the enclosing structure elements)
/courts/default/2024-08/pdr-rfa-attachment-c.pdf,ISO 14289-1:2014,7.1,artifact,1,Content marked as Artifact should not present inside tagged content
/courts/default/2024-08/prdm_san-joaquin.pdf,ISO 14289-1:2014,7.2,"structure,table",10,TR element may contain only TH and TD elements
/courts/default/2024-08/r03rpt.pdf,ISO 14289-1:2014,7.1,metadata,9,"The Metadata stream in the document's catalog dictionary shall contain a dc:title entry, where dc is the recommended prefix for the Dublin Core metadata schema as defined in the XMP specification, which clearly identifies the document"
/courts/default/2024-08/unconsofab12.pdf,ISO 14289-1:2014,7.21.7,font,1,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7"
/courts/default/2024-08/pretrial-pilot-program-leg-report_july-2020.pdf,ISO 14289-1:2014,7.1,artifact,1,Content marked as Artifact should not present inside tagged content
/courts/default/2024-08/pretrial-pilot-program-leg-report_july-2020.pdf,ISO 14289-1:2014,7.1,artifact,2,Tagged content should not present inside content marked as Artifact
/courts/default/2024-08/pretrial-pilot-program-leg-report_july-2020.pdf,ISO 14289-1:2014,7.18.5,annotation,1,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element"
/courts/default/2024-08/pretrial-pilot-program-leg-report_july-2020.pdf,ISO 14289-1:2014,7.2,"structure,table",10,TR element may contain only TH and TD elements
/courts/default/2024-08/prdm_santa-barbara.pdf,ISO 14289-1:2014,7.21.5,font,1,"For every font embedded in a conforming file and used for rendering, the glyph width information in the font dictionary and in the embedded font program shall be consistent"
/courts/default/2024-08/prdm_santa-barbara.pdf,ISO 14289-1:2014,7.2,"structure,table",10,TR element may contain only TH and TD elements
/courts/default/2024-08/foster_youth_jcc_transcript.pdf,ISO 14289-1:2014,7.18.5,annotation,1,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element"
/courts/default/2024-08/juvicustody-8x11web.pdf,ISO 14289-1:2014,7.1,metadata,9,"The Metadata stream in the document's catalog dictionary shall contain a dc:title entry, where dc is the recommended prefix for the Dublin Core metadata schema as defined in the XMP specification, which clearly identifies the document"
/courts/default/2024-08/juvicustody-8x11web.pdf,ISO 14289-1:2014,5,metadata,1,The PDF/UA version and conformance level of a file shall be specified using the PDF/UA Identification extension schema
/courts/default/2024-08/santaclara709.pdf,ISO 14289-1:2014,7.18.5,annotation,1,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element"
/courts/default/2024-08/santaclara709.pdf,ISO 14289-1:2014,7.1,structure,7,"Standard tags defined in ISO 32000-1:2008, 14.8.4, shall not be remapped"
/courts/default/2024-08/tribal_guardian2016_v38n06.pdf,ISO 14289-1:2014,7.18.5,annotation,1,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element"
/courts/default/2024-08/tribal_guardian2016_v38n06.pdf,ISO 14289-1:2014,7.21.4.2,font,1,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not"
/courts/default/2024-08/tribal_guardian2016_v38n06.pdf,ISO 14289-1:2014,7.18.4,annotation,1,"A Widget annotation shall be nested within a Form tag per ISO 32000-1:2008, 14.8.4.5, Table 340"
/courts/default/2024-08/tribal_guardian2016_v38n06.pdf,ISO 14289-1:2014,7.21.4.1,font,1,"The font programs for all fonts used for rendering within a conforming file shall be embedded within that file, as defined in ISO 32000-1:2008, 9.9"
/courts/default/2024-08/tribal_guardian2016_v38n06.pdf,ISO 14289-1:2014,7.21.7,font,1,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7"
/courts/default/2024-08/tribal_guardian2016_v38n06.pdf,ISO 14289-1:2014,7.18.1,"annotation,alt-text",3,A form field shall have a TU key present or all its Widget annotations shall have alternative descriptions (in the form of an Alt entry in the enclosing structure elements)
/courts/default/2024-08/income_determination_ab1058.pdf,ISO 14289-1:2014,7.21.5,font,1,"For every font embedded in a conforming file and used for rendering, the glyph width information in the font dictionary and in the embedded font program shall be consistent"
/courts/default/2024-08/ab1058-2016-courtclerks1.pdf,ISO 14289-1:2014,7.21.5,font,1,"For every font embedded in a conforming file and used for rendering, the glyph width information in the font dictionary and in the embedded font program shall be consistent"
/courts/default/2024-08/culture_handout6.pdf,ISO 14289-1:2014,7.21.4.1,font,2,"Embedded fonts shall define all glyphs referenced for rendering within the conforming file. A font referenced solely in text rendering mode 3 is not rendered and is thus exempt from the requirements that impact the visual representation of the glyphs of a font. In all cases for TrueType fonts that are to be rendered, character codes shall be able to be mapped to glyphs according to ISO 32000-1:2008, 9.6.6.4 without the use of a non-standard mapping chosen by the conforming processor"
/courts/default/2024-08/culture_handout6.pdf,ISO 14289-1:2014,7.21.4.2,font,1,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not"
/courts/default/2024-08/culture_handout6.pdf,ISO 14289-1:2014,7.21.5,font,1,"For every font embedded in a conforming file and used for rendering, the glyph width information in the font dictionary and in the embedded font program shall be consistent"
/courts/default/2024-08/dependencycourt-pamphlet-bw.pdf,ISO 14289-1:2014,7.21.7,font,1,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7"
/courts/default/2024-08/dependencycourt-pamphlet-bw.pdf,ISO 14289-1:2014,7.21.4.2,font,1,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not"
/courts/default/2024-08/ab1058-2016-languageaccess.pdf,ISO 14289-1:2014,7.21.4.2,font,1,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not"
/courts/default/2024-08/active-efforts-webinar-20210615-materials.pdf,ISO 14289-1:2014,7.18.5,annotation,1,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element"
/courts/default/2024-08/active-efforts-webinar-20210615-materials.pdf,ISO 14289-1:2014,7.21.5,font,1,"For every font embedded in a conforming file and used for rendering, the glyph width information in the font dictionary and in the embedded font program shall be consistent"
/courts/default/2024-08/active-efforts-webinar-20210615-materials.pdf,ISO 14289-1:2014,7.18.4,annotation,1,"A Widget annotation shall be nested within a Form tag per ISO 32000-1:2008, 14.8.4.5, Table 340"
/courts/default/2024-08/active-efforts-webinar-20210615-materials.pdf,ISO 14289-1:2014,7.18.1,"annotation,alt-text",3,A form field shall have a TU key present or all its Widget annotations shall have alternative descriptions (in the form of an Alt entry in the enclosing structure elements)
/courts/default/2024-08/active-efforts-webinar-20210615-materials.pdf,ISO 14289-1:2014,7.21.4.2,font,1,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not"
/courts/default/2024-08/active-efforts-webinar-20210615-materials.pdf,ISO 14289-1:2014,7.21.7,font,1,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7"
/courts/default/2024-08/ab1058-2016-courtclerks3.pdf,ISO 14289-1:2014,7.21.5,font,1,"For every font embedded in a conforming file and used for rendering, the glyph width information in the font dictionary and in the embedded font program shall be consistent"
/courts/default/2024-08/ab1058-2016-courtclerks3.pdf,ISO 14289-1:2014,7.21.4.2,font,1,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not"
/courts/default/2024-08/e-forum-newsletter-2022-05.pdf,ISO 14289-1:2014,7.18.5,annotation,1,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element"
/courts/default/2024-08/e-forum-newsletter-2022-05.pdf,ISO 14289-1:2014,7.18.5,"structure,annotation,alt-text",2,"Links shall contain an alternate description via their Contents key as described in ISO 32000-1:2008, 14.9.3"
/courts/default/2024-08/e-forum-newsletter-2022-05.pdf,ISO 14289-1:2014,7.18.1,"annotation,alt-text",2,"An annotation (except Widget annotations or hidden annotations, or those having rectangle outside the crop-box) shall have either Contents key or an Alt entry in the enclosing structure element"
/courts/default/2024-08/onepgdiffcases99.pdf,ISO 14289-1:2014,7.21.4.2,font,1,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not"
/courts/default/2024-08/onepgdiffcases99.pdf,ISO 14289-1:2014,7.21.5,font,1,"For every font embedded in a conforming file and used for rendering, the glyph width information in the font dictionary and in the embedded font program shall be consistent"
/courts/default/2024-08/onepgdiffcases99.pdf,ISO 14289-1:2014,7.21.7,font,1,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7"
/courts/default/2024-08/onepgdiffcases99.pdf,ISO 14289-1:2014,7.21.8,font,1,"A PDF/UA compliant document shall not contain a reference to the .notdef glyph from any of the text showing operators, regardless of text rendering mode, in any content stream"
/courts/default/2024-08/onepgdiffcases99.pdf,ISO 14289-1:2014,7.1,metadata,9,"The Metadata stream in the document's catalog dictionary shall contain a dc:title entry, where dc is the recommended prefix for the Dublin Core metadata schema as defined in the XMP specification, which clearly identifies the document"
/courts/default/2024-08/snapshot_2008_summary_findings_final_oct11_update.pdf,ISO 14289-1:2014,7.1,structure,7,"Standard tags defined in ISO 32000-1:2008, 14.8.4, shall not be remapped"
/courts/default/2024-08/snapshot_2008_summary_findings_final_oct11_update.pdf,ISO 14289-1:2014,7.2,"structure,table",42,Table rows shall have the same number of columns (taking into account column spans)
/courts/default/2024-08/snapshot_2008_summary_findings_final_oct11_update.pdf,ISO 14289-1:2014,7.18.5,annotation,1,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element"
/courts/default/2024-08/snapshot_2008_summary_findings_final_oct11_update.pdf,ISO 14289-1:2014,7.2,"structure,table",43,Table rows shall have the same number of columns (taking into account column spans)
/courts/default/2024-08/ktgc240.pdf,ISO 14289-1:2014,7.21.4.1,font,1,"The font programs for all fonts used for rendering within a conforming file shall be embedded within that file, as defined in ISO 32000-1:2008, 9.9"
/courts/default/2024-08/ktgc240.pdf,ISO 14289-1:2014,7.18.4,annotation,1,"A Widget annotation shall be nested within a Form tag per ISO 32000-1:2008, 14.8.4.5, Table 340"
/courts/default/2024-08/ktgc240.pdf,ISO 14289-1:2014,7.21.7,font,1,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7"
/courts/default/2024-08/ktgc240.pdf,ISO 14289-1:2014,7.18.1,"annotation,alt-text",3,A form field shall have a TU key present or all its Widget annotations shall have alternative descriptions (in the form of an Alt entry in the enclosing structure elements)
/courts/default/2024-08/dv_stat_sheet_2003.pdf,ISO 14289-1:2014,5,metadata,1,The PDF/UA version and conformance level of a file shall be specified using the PDF/UA Identification extension schema
/courts/default/2024-08/dv_stat_sheet_2003.pdf,ISO 14289-1:2014,7.1,metadata,9,"The Metadata stream in the document's catalog dictionary shall contain a dc:title entry, where dc is the recommended prefix for the Dublin Core metadata schema as defined in the XMP specification, which clearly identifies the document"
/courts/default/2024-08/icwabestpracticesguide-october2020.pdf,ISO 14289-1:2014,7.18.5,annotation,1,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element"
/courts/default/2024-08/icwabestpracticesguide-october2020.pdf,ISO 14289-1:2014,7.21.7,font,1,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7"
/courts/default/2024-08/jcc-tribalstateforumnewsletter052023.pdf,ISO 14289-1:2014,7.18.1,"annotation,alt-text",2,"An annotation (except Widget annotations or hidden annotations, or those having rectangle outside the crop-box) shall have either Contents key or an Alt entry in the enclosing structure element"
/courts/default/2024-08/jcc-tribalstateforumnewsletter052023.pdf,ISO 14289-1:2014,7.18.5,annotation,1,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element"
/courts/default/2024-08/jcc-tribalstateforumnewsletter052023.pdf,ISO 14289-1:2014,7.18.5,"structure,annotation,alt-text",2,"Links shall contain an alternate description via their Contents key as described in ISO 32000-1:2008, 14.9.3"
/courts/default/2024-08/report7.pdf,ISO 14289-1:2014,7.1,metadata,9,"The Metadata stream in the document's catalog dictionary shall contain a dc:title entry, where dc is the recommended prefix for the Dublin Core metadata schema as defined in the XMP specification, which clearly identifies the document"
/courts/default/2024-08/ab1058-interstate-child-uifsa-2018-ppt.pdf,ISO 14289-1:2014,7.21.4.2,font,1,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not"
/courts/default/2024-08/ab1058-interstate-child-uifsa-2018-ppt.pdf,ISO 14289-1:2014,7.21.7,font,1,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7"
/courts/default/2024-08/discovery_srl_ab1058.pdf,ISO 14289-1:2014,7.21.5,font,1,"For every font embedded in a conforming file and used for rendering, the glyph width information in the font dictionary and in the embedded font program shall be consistent"
/courts/default/2024-08/report12.pdf,ISO 14289-1:2014,7.21.4.1,font,2,"Embedded fonts shall define all glyphs referenced for rendering within the conforming file. A font referenced solely in text rendering mode 3 is not rendered and is thus exempt from the requirements that impact the visual representation of the glyphs of a font. In all cases for TrueType fonts that are to be rendered, character codes shall be able to be mapped to glyphs according to ISO 32000-1:2008, 9.6.6.4 without the use of a non-standard mapping chosen by the conforming processor"
/courts/default/2024-08/report12.pdf,ISO 14289-1:2014,7.21.5,font,1,"For every font embedded in a conforming file and used for rendering, the glyph width information in the font dictionary and in the embedded font program shall be consistent"
/courts/default/2024-08/report12.pdf,ISO 14289-1:2014,7.1,metadata,9,"The Metadata stream in the document's catalog dictionary shall contain a dc:title entry, where dc is the recommended prefix for the Dublin Core metadata schema as defined in the XMP specification, which clearly identifies the document"
/courts/default/2024-08/report12.pdf,ISO 14289-1:2014,7.21.4.2,font,1,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not"
/courts/default/2024-08/ebp_integrating_justice_practices_121812.pdf,ISO 14289-1:2014,7.21.4.2,font,1,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not"
/courts/default/2024-08/pdr-rfa-attachment-a.pdf,ISO 14289-1:2014,7.21.4.1,font,1,"The font programs for all fonts used for rendering within a conforming file shall be embedded within that file, as defined in ISO 32000-1:2008, 9.9"
/courts/default/2024-08/pdr-rfa-attachment-a.pdf,ISO 14289-1:2014,7.1,artifact,2,Tagged content should not present inside content marked as Artifact
/courts/default/2024-08/pdr-rfa-attachment-a.pdf,ISO 14289-1:2014,7.18.1,"annotation,alt-text",3,A form field shall have a TU key present or all its Widget annotations shall have alternative descriptions (in the form of an Alt entry in the enclosing structure elements)
/courts/default/2024-08/pdr-rfa-attachment-a.pdf,ISO 14289-1:2014,7.2,"structure,table",10,TR element may contain only TH and TD elements
/courts/default/2024-08/pdr-rfa-attachment-a.pdf,ISO 14289-1:2014,7.1,artifact,1,Content marked as Artifact should not present inside tagged content
/courts/default/2024-08/pdr-rfa-attachment-a.pdf,ISO 14289-1:2014,7.21.7,font,1,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7"
/courts/default/2024-08/pdr-rfa-attachment-a.pdf,ISO 14289-1:2014,7.18.4,annotation,1,"A Widget annotation shall be nested within a Form tag per ISO 32000-1:2008, 14.8.4.5, Table 340"
/courts/default/2024-08/star-court-evaluation-report-final.pdf,ISO 14289-1:2014,7.5,"structure,table",1,"If the table's structure is not determinable via Headers and IDs, then structure elements of type TH shall have a Scope attribute"
/courts/default/2024-08/final-access-to-visitation-application-instructions-fy2024-27.pdf,ISO 14289-1:2014,7.5,"structure,table",1,"If the table's structure is not determinable via Headers and IDs, then structure elements of type TH shall have a Scope attribute"
/courts/default/2024-08/final-access-to-visitation-application-instructions-fy2024-27.pdf,ISO 14289-1:2014,7.18.5,annotation,1,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element"
/courts/default/2024-08/final-access-to-visitation-application-instructions-fy2024-27.pdf,ISO 14289-1:2014,7.2,"structure,list",20,LI element may contain only Lbl and LBody elements
/courts/default/2024-08/newsletter-september-2022.pdf,ISO 14289-1:2014,7.18.5,annotation,1,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element"
/courts/default/2024-08/newsletter-september-2022.pdf,ISO 14289-1:2014,7.18.1,"annotation,alt-text",2,"An annotation (except Widget annotations or hidden annotations, or those having rectangle outside the crop-box) shall have either Contents key or an Alt entry in the enclosing structure element"
/courts/default/2024-08/newsletter-september-2022.pdf,ISO 14289-1:2014,7.18.5,"structure,annotation,alt-text",2,"Links shall contain an alternate description via their Contents key as described in ISO 32000-1:2008, 14.9.3"
/courts/default/2024-08/ab1058-2019-clerks-obj-adv-ppt.pdf,ISO 14289-1:2014,7.21.7,font,1,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7"
/courts/default/2024-08/ab1058-2019-clerks-obj-adv-ppt.pdf,ISO 14289-1:2014,7.21.4.2,font,1,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not"
/courts/default/2024-08/california_story.pdf,ISO 14289-1:2014,7.1,metadata,9,"The Metadata stream in the document's catalog dictionary shall contain a dc:title entry, where dc is the recommended prefix for the Dublin Core metadata schema as defined in the XMP specification, which clearly identifies the document"
/courts/default/2024-08/california_story.pdf,ISO 14289-1:2014,5,metadata,1,The PDF/UA version and conformance level of a file shall be specified using the PDF/UA Identification extension schema
/courts/default/2024-08/icwa010as.pdf,ISO 14289-1:2014,7.18.4,annotation,1,"A Widget annotation shall be nested within a Form tag per ISO 32000-1:2008, 14.8.4.5, Table 340"
/courts/default/2024-08/24-084-pretrial-release-report-to-the-legislature.pdf,ISO 14289-1:2014,7.18.5,annotation,1,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element"
/courts/default/2024-08/24-084-pretrial-release-report-to-the-legislature.pdf,ISO 14289-1:2014,7.2,"structure,list",20,LI element may contain only Lbl and LBody elements
/courts/default/2024-08/24-084-pretrial-release-report-to-the-legislature.pdf,ISO 14289-1:2014,7.2,"structure,table",42,Table rows shall have the same number of columns (taking into account column spans)
/courts/default/2024-08/ktgc255.pdf,ISO 14289-1:2014,7.18.4,annotation,1,"A Widget annotation shall be nested within a Form tag per ISO 32000-1:2008, 14.8.4.5, Table 340"
/courts/default/2024-08/ktgc255.pdf,ISO 14289-1:2014,7.1,metadata,9,"The Metadata stream in the document's catalog dictionary shall contain a dc:title entry, where dc is the recommended prefix for the Dublin Core metadata schema as defined in the XMP specification, which clearly identifies the document"
/courts/default/2024-08/ktgc255.pdf,ISO 14289-1:2014,7.21.7,font,1,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7"
